文本内容,识别结果,风险原因
37274,通过,NA
37275,拒绝,党员:政治;习近平:政治;总书记:政治
37276,通过,NA
37277,通过,NA
37278,通过,NA
37279,拒绝,性具:色情
37280,通过,NA
37281,通过,NA
37282,通过,NA
37283,拒绝,政府:政治
37284,通过,NA
37285,通过,NA
37286,拒绝,警察:暴恐违禁
37287,拒绝,政府:政治;政府:政治;政府:政治
37288,通过,NA
37289,通过,NA
37290,通过,NA
37291,拒绝,党员:政治;党员:政治;政治:政治;党员:政治;政治素质:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;政治:政治;广大党员:政治;反腐:政治
37292,拒绝,习近平:政治;中国特色:政治;社会主义:政治;二十大:政治;政治:政治;政治:政治;政治:政治
37293,拒绝,中国共产党:政治
37294,通过,NA
37295,拒绝,政府:政治
37296,拒绝,政府:政治
37297,通过,NA
37298,通过,NA
37299,拒绝,政府:政治
37300,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
37301,拒绝,政府:政治
37302,拒绝,公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治
37303,通过,NA
37304,拒绝,党员:政治
37305,拒绝,党员:政治
37306,拒绝,书记:政治;书记:政治;书记:政治;习近平:政治;中国特色:政治;社会主义:政治;十九大:政治;书记:政治;党员:政治;党员:政治;书记:政治;党员队伍:政治;党员:政治;党员:政治;党员:政治;政治觉悟:政治;党员:政治;书记:政治;书记:政治;广大党员:政治
37307,通过,NA
37308,通过,NA
37309,通过,NA
37310,通过,NA
37311,通过,NA
37312,通过,NA
37313,拒绝,性电影:色情;中出:色情
37314,拒绝,朱德:政治
37315,通过,NA
37316,拒绝,镇压:政治;镇压:政治;镇压:政治
37317,拒绝,性服务:色情
37318,通过,NA
37319,拒绝,天安门广场:政治;天安门广场:政治;毛主席:政治;孙中山:政治;中国特色:政治;中国特色:政治;英雄纪念碑:政治
37320,拒绝,二十大:政治;习党:政治
37321,通过,NA
37322,拒绝,政治:政治
37323,拒绝,习近平:政治;中国特色:政治;社会主义:政治
37324,拒绝,政府:政治;废物:谩骂
37325,拒绝,政府:政治
37326,拒绝,自杀:不良价值观
37327,通过,NA
37328,拒绝,地方政府:政治
37329,通过,NA
37330,通过,NA
37331,通过,NA
37332,通过,NA
37333,拒绝,政治:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治
37334,通过,NA
37335,通过,NA
37336,通过,NA
37337,通过,NA
37338,拒绝,性生活:色情;性生活:色情;乳头:色情;乳头:色情;乳头:色情;乳头:色情;性生活:色情;乳头:色情;乳头:色情
37339,拒绝,体位:色情;体位:色情
37340,拒绝,政府:政治;公安机关:政治;政府:政治;公安机关:政治;大法:政治
37341,通过,NA
37342,通过,NA
37343,拒绝,社会主义:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治
37344,通过,NA
37345,拒绝,正法:政治;政府:政治
37346,通过,NA
37347,通过,NA
37348,通过,NA
37349,通过,NA
37350,拒绝,sex:色情
37351,拒绝,政治:政治;推翻:政治;自由民主:政治
37352,拒绝,中华民国:政治;推翻:政治;中华民国:政治;中华民国:政治;孙中山:政治;中华民国:政治;中华民国:政治;中华民国:政治;中国共产党:政治;中华人民共和国:政治;政府:政治;流亡海外:政治;台湾|中国:政治;政府:政治;政府:政治
37353,通过,NA
37354,拒绝,地方政府:政治;地方政府:政治;地方政府:政治
37355,拒绝,政府:政治;政府:政治;政府:政治;政府:政治
37356,通过,NA
37357,通过,NA
37358,拒绝,政府:政治
37359,通过,NA
37360,通过,NA
37361,通过,NA
37362,拒绝,公安:政治
37363,拒绝,地方政府:政治;地方政府:政治;政府:政治;反腐:政治;反腐:政治
37364,通过,NA
37365,通过,NA
37366,拒绝,公安:政治;党员意识:政治;公安:政治;公安:政治;公安队伍:政治;公安:政治;公安系统:政治;党员:政治;公安:政治;公安队伍:政治;公安:政治;党员:政治;公安队伍:政治;公安:政治;维稳:政治;公安:政治;党员:政治;公安:政治;公安:政治
37367,拒绝,专制:政治;民主作风:政治;性:色情
37368,通过,NA
37369,通过,NA
37370,拒绝,政府职能:政治
37371,拒绝,万税:政治
37372,拒绝,万税:政治
37373,通过,NA
37374,拒绝,地方政府:政治
37375,拒绝,公安部:政治;赌博:违规广告;网络色情:色情
37376,通过,NA
37377,拒绝,公安机关:政治;公安机关:政治;公安机关:政治;公安机关:政治;公安机关:政治;公安干警:政治;公安机关:政治;公安机关:政治;公安机关:政治
37378,拒绝,党员干部:政治;民意:政治;党员:政治;党员:政治;党章:政治;党员:政治;政治:政治;党员:政治
37379,通过,NA
37380,拒绝,国务院:政治;性用品:色情
37381,通过,NA
37382,拒绝,政府:政治
37383,拒绝,中国共产党:政治
37384,拒绝,废物:谩骂
37385,通过,NA
37386,拒绝,政治:政治;政治:政治;政治:政治;政治:政治;政府:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治
37387,拒绝,废物:谩骂;政府:政治
37388,通过,NA
37389,通过,NA
37390,通过,NA
37391,拒绝,党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;性具:色情
37392,拒绝,党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;政府:政治;习党:政治;高干:政治;中出:色情;政府:政治;政府:政治
37393,拒绝,中央政府:政治
37394,拒绝,中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治
37395,拒绝,中华人民共和国:政治;性:色情;中国人民银行:政治
37396,拒绝,政治:政治;民主:政治;民主:政治
37397,拒绝,党委书记:政治;党员:政治;党员:政治
37398,拒绝,政府:政治;政府:政治
37399,拒绝,政府:政治
37400,拒绝,政府:政治;性:色情
37401,拒绝,公务员:政治;公务员:政治;政府:政治;公务员:政治;公务员:政治;中华人民共和国:政治;公务员:政治
37402,拒绝,周恩来:政治;双峰:色情
37403,拒绝,党和政府:政治
37404,通过,NA
37405,拒绝,紫阳:政治;紫阳:政治;紫阳:政治
37406,通过,NA
37407,拒绝,政府:政治
37408,拒绝,政府:政治
37409,通过,NA
37410,通过,NA
37411,通过,NA
37412,拒绝,中华人民共和国:政治;中华人民共和国教育部:政治
37413,通过,NA
37414,通过,NA
37415,拒绝,政府:政治;政府:政治;政府:政治
37416,通过,NA
37417,通过,NA
37418,拒绝,政府:政治
37419,拒绝,政治:政治
37420,拒绝,成都市政府:政治
37421,拒绝,政府:政治
37422,拒绝,习近平:政治;中国特色:政治;社会主义:政治
37423,通过,NA
37424,拒绝,习大:政治
37425,拒绝,书记:政治;党员干部:政治;书记:政治;书记:政治
37426,通过,NA
37427,拒绝,习近平:政治;中国特色:政治;社会主义:政治;政治:政治;中国特色:政治;社会主义:政治;性:色情
37428,拒绝,政府:政治;政府:政治
37429,拒绝,民主:政治
37430,拒绝,中国政府:政治;政府:政治
37431,通过,NA
37432,拒绝,中国政府:政治
37433,拒绝,反腐:政治;反腐:政治;反腐:政治
37434,拒绝,中国梦:政治
37435,拒绝,政府:政治;性:色情
37436,拒绝,党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;习平:政治;习平:政治;习党:政治
37437,通过,NA
37438,通过,NA
37439,拒绝,民主:政治;政府:政治;性:色情;政府:政治;政府:政治;民主决策:政治;政府:政治;政府:政治;信访:政治;政府:政治;政府:政治
37440,拒绝,主席:政治;党委书记:政治;常委:政治
37441,通过,NA
37442,通过,NA
37443,拒绝,法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;含着:色情
37444,拒绝,风水:不良价值观;风水:不良价值观
37445,拒绝,政治:政治
37446,通过,NA
37447,通过,NA
37448,拒绝,政府:政治
37449,通过,NA
37450,拒绝,政府:政治;政府:政治;政府:政治;政府:政治
37451,拒绝,党员队伍:政治;民主集中制:政治;政治:政治;反腐:政治
37452,拒绝,政府:政治;政府:政治
37453,拒绝,习近平:政治
37454,拒绝,他的国:政治
37455,拒绝,当地政府:政治
37456,拒绝,民主:政治
37457,拒绝,中国政府:政治;政治:政治;政府:政治
37458,通过,NA
37459,拒绝,共产党:政治
37460,通过,NA
37461,拒绝,vpn:暴恐违禁
37462,拒绝,中华人民共和国:政治;人民法院:政治
37463,通过,NA
37464,拒绝,政府:政治;政府:政治
37465,拒绝,政府:政治
37466,拒绝,政府:政治
37467,拒绝,政府:政治
37468,拒绝,政府:政治;政府:政治
37469,拒绝,中华人民共和国:政治;强奸:色情;强奸:色情
37470,通过,NA
37471,通过,NA
37472,通过,NA
37473,拒绝,党中央:政治;习近平:政治;总书记:政治;中国特色:政治;社会主义:政治;广大党员:政治;习近平:政治;中国特色:政治;社会主义:政治;广大党员:政治;党员干部:政治;中国特色:政治;社会主义:政治;广大党员:政治
37474,通过,NA
37475,拒绝,政治:政治;杀人:暴恐违禁;黑手党:暴恐违禁;邓小平:政治;毛泽东:政治;周恩来:政治
37476,拒绝,含着:色情
37477,通过,NA
37478,拒绝,舆论:政治
37479,通过,NA
37480,拒绝,四风:政治
37481,通过,NA
37482,通过,NA
37483,拒绝,中国共产党:政治
37484,拒绝,习近平:政治;总书记:政治;性:色情
37485,通过,NA
37486,通过,NA
37487,通过,NA
37488,通过,NA
37489,通过,NA
37490,拒绝,政府:政治
37491,拒绝,中华人民共和国宪法:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;废物:谩骂;废物:谩骂
37492,通过,NA
37493,拒绝,统战:政治;统战:政治;党和政府:政治;统战:政治;统战:政治;统战:政治;统战:政治;党和政府:政治;统战:政治;统战:政治;统战:政治;统战:政治;统战:政治;性:色情;统战:政治;统战:政治;统战:政治
37494,拒绝,中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治
37495,通过,NA
37496,拒绝,李大钊:政治
37497,拒绝,中国共产党:政治;党员:政治;党员:政治;政治:政治
37498,通过,NA
37499,通过,NA
37500,拒绝,中华人民共和国宪法:政治
37501,通过,NA
37502,拒绝,中出:色情
37503,拒绝,中国政府:政治;十九大:政治;政府:政治
37504,拒绝,性:色情;性:色情
37505,拒绝,地方政府:政治
37506,通过,NA
37507,拒绝,中华人民共和国:政治
37508,拒绝,香港六合彩:违规广告
37509,拒绝,习近平:政治
37510,拒绝,政治:政治;性:色情;政治:政治;性战:色情
37511,拒绝,社会主义:政治;社会主义:政治;书记:政治
37512,通过,NA
37513,拒绝,政治:政治
37514,通过,NA
37515,拒绝,政府:政治;政府:政治
37516,通过,NA
37517,拒绝,政府:政治
37518,拒绝,公安机关:政治;公安局:政治;公安:政治;公安干警:政治;公安机关:政治
37519,通过,NA
37520,通过,NA
37521,通过,NA
37522,拒绝,政府:政治
37523,通过,NA
37524,拒绝,政府:政治
37525,拒绝,政府:政治
37526,通过,NA
37527,通过,NA
37528,拒绝,警察局:政治
37529,通过,NA
37530,通过,NA
37531,拒绝,贪官:政治;习近平:政治;反腐:政治;十八届:政治;十九大:政治;腐败:政治;反腐:政治;反腐:政治;反腐:政治
37532,通过,NA
37533,通过,NA
37534,拒绝,上访:政治
37535,拒绝,习总书记:政治
37536,拒绝,中央政府:政治
37537,拒绝,共青团员:政治;共青团员:政治;共青团员:政治;共青团员:政治;共青团员:政治;共青团员:政治;共青团员:政治;共青团员:政治;共青团员:政治;共青团:政治;共青团员:政治;共青团:政治
37538,通过,NA
37539,拒绝,人民解放军:政治;解放军:政治
37540,通过,NA
37541,拒绝,民主评议:政治;党员:政治
37542,通过,NA
37543,拒绝,党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治
37544,拒绝,政府:政治;政府:政治;政府:政治
37545,通过,NA
37546,拒绝,政治:政治
37547,拒绝,政府:政治;中国政府:政治;政府:政治;政府:政治;政府:政治
37548,通过,NA
37549,拒绝,政府:政治
37550,通过,NA
37551,通过,NA
37552,通过,NA
37553,通过,NA
37554,拒绝,中出:色情;中出:色情
37555,拒绝,维权:政治
37556,拒绝,二十大:政治
37557,拒绝,广州市政府:政治;广州市政府:政治
37558,通过,NA
37559,通过,NA
37560,拒绝,交警:暴恐违禁;城管:暴恐违禁
37561,拒绝,蒋介石:政治;蒋介石:政治;蒋介石:政治;蒋介石:政治;统战:政治;蒋介石:政治;政治:政治;独裁统治:政治;政变:政治;政治:政治;中央集权:政治;蒋介石:政治;政治家:政治;独裁统治:政治;蒋介石:政治
37562,拒绝,政府:政治;信访工作:政治;中共共产党:政治
37563,拒绝,中国共产党:政治;领导人:政治;共产党:政治;领导人:政治
37564,通过,NA
37565,通过,NA
37566,拒绝,政府:政治;性:色情
37567,拒绝,当地政府:政治;警察:暴恐违禁
37568,拒绝,中华人民共和国:政治;人民法院:政治
37569,拒绝,政府:政治
37570,拒绝,党员:政治;反腐:政治
37571,通过,NA
37572,拒绝,政府:政治;政府:政治
37573,拒绝,示威:政治;抗议:政治
37574,拒绝,政府:政治;政府:政治
37575,拒绝,中国梦:政治
37576,通过,NA
37577,拒绝,回族:政治;警察:暴恐违禁;回族:政治
37578,通过,NA
37579,通过,NA
37580,拒绝,赌博:违规广告;色情:色情
37581,通过,NA
37582,通过,NA
37583,拒绝,政治:政治;言论自由:政治;性:色情;政治:政治;政治:政治;政治:政治;中出:色情
37584,拒绝,领导干部:政治;性:色情;维稳:政治
37585,通过,NA
37586,拒绝,中国政府:政治;中国政府:政治
37587,拒绝,吸毒:暴恐违禁
37588,拒绝,中国政府:政治;中国政府:政治;中国政府:政治
37589,通过,NA
37590,拒绝,政府:政治;性:色情;政府:政治
37591,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
37592,通过,NA
37593,通过,NA
37594,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
37595,通过,NA
37596,拒绝,维基百科:政治;维基百科:政治;维基百科:政治;vpn:暴恐违禁
37597,通过,NA
37598,通过,NA
37599,拒绝,政府:政治
37600,通过,NA
37601,通过,NA
37602,拒绝,维权:政治
37603,拒绝,政治:政治
37604,拒绝,国家统计局:政治
37605,拒绝,中出:色情
37606,通过,NA
37607,拒绝,风水:不良价值观;风水:不良价值观;风水:不良价值观;风水:不良价值观;风水:不良价值观;风水:不良价值观
37608,通过,NA
37609,通过,NA
37610,拒绝,政府:政治;政府:政治
37611,通过,NA
37612,通过,NA
37613,通过,NA
37614,通过,NA
37615,通过,NA
37616,拒绝,维权:政治
37617,拒绝,公开信:政治
37618,拒绝,共产主义:政治;社会主义:政治
37619,通过,NA
37620,通过,NA
37621,拒绝,性:色情
37622,拒绝,习近平:政治
37623,通过,NA
37624,通过,NA
37625,拒绝,统战:政治;统战:政治;党和政府:政治;统战:政治;社会主义:政治;统战:政治;上海市政府:政治;信访:政治;政治:政治;统战:政治;统战:政治;统战:政治;统战:政治;统战:政治;统战:政治
37626,通过,NA
37627,通过,NA
37628,通过,NA
37629,通过,NA
37630,通过,NA
37631,拒绝,公安:政治
37632,拒绝,公安:政治;公安:政治;公安:政治;公安:政治;公安:政治;公安:政治;公安:政治
37633,拒绝,性交:色情
37634,拒绝,中国共产党:政治;党员:政治
37635,拒绝,政治觉悟:政治;政治觉悟:政治
37636,通过,NA
37637,通过,NA
37638,拒绝,黄色:色情
37639,通过,NA
37640,拒绝,中国特色:政治;社会主义:政治;政治:政治;习近平:政治;党中央:政治;社会主义:政治
37641,拒绝,政府:政治
37642,拒绝,人权:政治
37643,通过,NA
37644,拒绝,政府:政治
37645,通过,NA
37646,拒绝,自残:暴恐违禁;自杀:不良价值观
37647,拒绝,breast:色情;胸部:色情;breast:色情;胸部:色情;乳房:色情;胸部:色情;breast:色情;breast:色情
37648,拒绝,法院:政治
37649,拒绝,性生活:色情
37650,通过,NA
37651,拒绝,主席:政治;主席:政治
37652,通过,NA
37653,拒绝,政府:政治
37654,通过,NA
37655,拒绝,乳头:色情
37656,通过,NA
37657,拒绝,政治:政治;地缘政治:政治;政治:政治;政治:政治;政治危机:政治;政治:政治;政府:政治;地缘政治:政治;政治:政治
37658,拒绝,中国共产党:政治;中国共产党:政治;政治:政治
37659,拒绝,社会主义:政治;政治:政治;政治:政治;习近平:政治;中国特色:政治;社会主义:政治;习近平:政治;总书记:政治;政治:政治;政治:政治;政治:政治
37660,通过,NA
37661,通过,NA
37662,拒绝,性:色情;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
37663,拒绝,文革:政治;政治风波:政治;民主:政治;政治风波:政治
37664,通过,NA
37665,拒绝,习近平:政治;总书记:政治
37666,拒绝,政治:政治;政治:政治;政治立场:政治;政治:政治;社会主义:政治;政治:政治
37667,拒绝,性生活:色情
37668,拒绝,外交部:政治;外交部:政治
37669,通过,NA
37670,通过,NA
37671,通过,NA
37672,拒绝,中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治
37673,拒绝,维权:政治
37674,拒绝,公安院校:政治;公安:政治;公安部:政治;公安:政治;公安:政治;公安:政治
37675,通过,NA
37676,通过,NA
37677,拒绝,政府:政治
37678,拒绝,政府:政治
37679,拒绝,vpn:暴恐违禁
37680,拒绝,民主:政治
37681,拒绝,领导人:政治
37682,通过,NA
37683,拒绝,6月4日:政治
37684,通过,NA
37685,通过,NA
37686,通过,NA
37687,拒绝,性:色情
37688,通过,NA
37689,拒绝,乳头:色情;乳头:色情;乳头:色情
37690,拒绝,政治危机:政治;政治:政治;人类命运共同体:政治;人类命运共同体:政治;政治文明:政治;政治:政治
37691,拒绝,党员:政治;政治素质:政治;党员:政治;政治:政治;政治:政治;政治:政治;性:色情;政治觉悟:政治;政治头脑:政治;党员干部:政治;党员干部:政治;党员:政治;党员:政治;党员干部:政治;政治:政治;习党:政治;习党:政治;习党:政治;习党:政治;习党:政治;习党:政治;习党:政治;习党:政治;习党:政治
37692,拒绝,政治:政治;中国共产党:政治;习近平:政治;中国特色:政治;社会主义:政治;政治:政治;政治:政治;民主集中制:政治;党员:政治;党员:政治;社会主义:政治;中国特色:政治;中国梦:政治;反腐:政治
37693,拒绝,书记:政治
37694,通过,NA
37695,通过,NA
37696,通过,NA
37697,通过,NA
37698,拒绝,政治:政治
37699,拒绝,人权:政治
37700,拒绝,性:色情
37701,通过,NA
37702,拒绝,党员:政治
37703,拒绝,政治:政治
37704,通过,NA
37705,通过,NA
37706,通过,NA
37707,通过,NA
37708,通过,NA
37709,拒绝,领导人:政治
37710,拒绝,习近平:政治
37711,通过,NA
37712,拒绝,政府:政治;政府:政治
37713,通过,NA
37714,拒绝,操你妈:谩骂;你妈:谩骂;鸡巴:色情;你妈:谩骂;鸡巴:色情;你妈:谩骂;鸡巴:色情
37715,通过,NA
37716,拒绝,民主:政治
37717,拒绝,省政府:政治
37718,拒绝,当地政府:政治
37719,通过,NA
37720,通过,NA
37721,通过,NA
37722,通过,NA
37723,拒绝,聚众闹事:政治;人民警察:政治
37724,通过,NA
37725,通过,NA
37726,拒绝,维权:政治
37727,通过,NA
37728,拒绝,政治:政治
37729,拒绝,政府:政治;腐败:政治;政府:政治;政治:政治
37730,拒绝,中国共产党:政治
37731,拒绝,党员:政治;领导干部:政治;党员:政治;党员:政治
37732,拒绝,政府:政治
37733,通过,NA
37734,拒绝,政治:政治;党员:政治;社会主义:政治;中国特色:政治;中国共产党:政治
37735,拒绝,政府:政治
37736,拒绝,领导人:政治
37737,通过,NA
37738,通过,NA
37739,拒绝,政府:政治
37740,拒绝,政府:政治
37741,拒绝,政府:政治
37742,通过,NA
37743,拒绝,言论自由:政治;言论自由:政治;言论自由:政治;政治:政治;言论自由:政治;言论自由:政治;人权:政治;言论自由:政治;言论自由:政治;性:色情;言论自由:政治;言论自由:政治
37744,拒绝,政府:政治;党和政府:政治
37745,拒绝,纽约时报:政治
37746,通过,NA
37747,通过,NA
37748,通过,NA
37749,拒绝,地方政府:政治;地方政府:政治
37750,拒绝,地方政府:政治;地方政府:政治;地方政府:政治;地方政府:政治;地方政府:政治
37751,通过,NA
37752,拒绝,政府:政治
37753,通过,NA
37754,拒绝,政府:政治
37755,拒绝,政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;舆论:政治;政治:政治;政治:政治
37756,拒绝,政治家:政治;政治:政治;政治改革:政治;宪政:政治
37757,通过,NA
37758,通过,NA
37759,通过,NA
37760,拒绝,维权:政治
37761,拒绝,中华人民共和国:政治
37762,通过,NA
37763,拒绝,党员干部:政治;政治素质:政治;党员干部:政治;党员干部:政治;中国特色:政治;社会主义:政治;党员:政治;党员干部:政治;党员干部:政治;党员干部:政治
37764,通过,NA
37765,拒绝,性:色情;民主:政治;性:色情;民主:政治;民主:政治
37766,拒绝,法院:政治;法院:政治
37767,拒绝,网信办:政治;证监会:政治
37768,拒绝,政治:政治;政治:政治
37769,拒绝,人民解放军:政治;解放军:政治
37770,通过,NA
37771,拒绝,主席:政治;人大代表:政治;人大代表:政治;人大代表:政治;乡镇政府:政治;人大代表:政治;习平:政治
37772,拒绝,穴里:色情
37773,拒绝,政治:政治;统战:政治;统战:政治;统战:政治;统战:政治;统战:政治;统战:政治;统战:政治;政治:政治;统战:政治;统战:政治
37774,拒绝,广州市政府:政治;广州市政府:政治
37775,拒绝,政府:政治
37776,通过,NA
37777,拒绝,公务员:政治
37778,拒绝,政府:政治
37779,拒绝,自杀:不良价值观;自杀:不良价值观;自杀:不良价值观
37780,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;口交:色情
37781,拒绝,政治:政治
37782,通过,NA
37783,通过,NA
37784,通过,NA
37785,拒绝,政府:政治
37786,拒绝,领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;政治:政治;领导干部:政治
37787,拒绝,政治:政治;政治:政治;投公:政治;投公:政治;投公:政治;投公:政治;投公:政治;投公:政治
37788,拒绝,vpn:暴恐违禁
37789,拒绝,军民冲突:政治
37790,通过,NA
37791,通过,NA
37792,通过,NA
37793,拒绝,含着:色情;含着:色情
37794,通过,NA
37795,拒绝,政府:政治;一带一路:政治
37796,拒绝,解放军部队:政治;解放军:政治
37797,拒绝,中国特色:政治;社会主义:政治;十九大:政治;习近平:政治;中国特色:政治;社会主义:政治;民主生活会:政治;党员干部:政治;民主生活会:政治;民主:政治;党员干部:政治;党员干部:政治;高干:政治
37798,通过,NA
37799,通过,NA
37800,拒绝,乳房:色情;乳房:色情
37801,拒绝,自杀:不良价值观
37802,通过,NA
37803,拒绝,政府:政治
37804,通过,NA
37805,通过,NA
37806,拒绝,地方政府:政治;地方政府:政治;地方政府:政治
37807,拒绝,二十大:政治
37808,拒绝,政府:政治;地方政府:政治
37809,通过,NA
37810,拒绝,中央委员会:政治;政府:政治
37811,拒绝,政府:政治
37812,通过,NA
37813,拒绝,社会主义:政治;文化大革命:政治;学运:政治
37814,通过,NA
37815,通过,NA
37816,拒绝,自杀:不良价值观
37817,通过,NA
37818,通过,NA
37819,拒绝,政府:政治;政府:政治
37820,通过,NA
37821,拒绝,政府:政治
37822,拒绝,言论自由:政治
37823,拒绝,政协:政治;政治协商:政治;政协:政治;政协:政治;政协:政治;政治协商:政治;民主监督:政治;政协:政治;政治协商:政治;政协:政治;政治协商:政治;政治协商:政治;民主监督:政治;政协:政治;政府:政治;民主监督:政治;政府:政治;政府:政治;政府:政治;政府:政治;政协:政治;政治协商:政治;政协:政治;政治协商:政治;政协:政治;政协:政治;政协:政治;民主监督:政治;政府:政治;政协:政治;民主监督:政治;政协:政治;政府:政治;政协:政治;政协:政治;政协:政治;政协:政治;政协:政治
37824,通过,NA
37825,通过,NA
37826,通过,NA
37827,通过,NA
37828,拒绝,习近平:政治;总书记:政治;政治:政治;党员:政治;党员:政治;党章:政治;民主集中制:政治;中国特色:政治;社会主义:政治;高干:政治;习党:政治
37829,通过,NA
37830,拒绝,政府:政治
37831,通过,NA
37832,拒绝,政治:政治;舆论:政治
37833,拒绝,一带一路:政治
37834,拒绝,主席:政治
37835,拒绝,主席:政治
37836,通过,NA
37837,通过,NA
37838,拒绝,国家统计局:政治
37839,通过,NA
37840,通过,NA
37841,拒绝,政治:政治
37842,通过,NA
37843,通过,NA
37844,通过,NA
37845,拒绝,政府:政治;政府:政治
37846,拒绝,政府:政治
37847,通过,NA
37848,通过,NA
37849,拒绝,社会主义:政治
37850,拒绝,领事馆:政治
37851,拒绝,政府:政治;政府:政治;民意调查:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;建设部:政治
37852,拒绝,中国政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
37853,通过,NA
37854,拒绝,性:色情;政府:政治
37855,拒绝,总书记:政治
37856,通过,NA
37857,拒绝,政府:政治;政府:政治
37858,通过,NA
37859,通过,NA
37860,拒绝,党员:政治
37861,拒绝,中华人民共和国:政治
37862,拒绝,共产党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治
37863,通过,NA
37864,拒绝,中国人民银行:政治
37865,拒绝,政府:政治
37866,通过,NA
37867,拒绝,公安:政治;毒品:暴恐违禁;走私:暴恐违禁;维权:政治;公安:政治;中国特色:政治
37868,拒绝,腐败:政治
37869,通过,NA
37870,通过,NA
37871,拒绝,十九大:政治;十九大:政治;十九大:政治;十九大:政治;十九大:政治;十九大:政治;十九大:政治;习总:政治
37872,拒绝,党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治
37873,拒绝,性:色情
37874,通过,NA
37875,通过,NA
37876,通过,NA
37877,通过,NA
37878,通过,NA
37879,拒绝,十九大:政治;二十大:政治;习近平:政治
37880,通过,NA
37881,拒绝,中国共产党:政治
37882,拒绝,社会主义:政治;人民警察:政治;中国特色:政治;社会主义:政治
37883,通过,NA
37884,通过,NA
37885,拒绝,政府:政治;维稳:政治
37886,拒绝,政府:政治
37887,通过,NA
37888,拒绝,政治:政治
37889,通过,NA
37890,拒绝,中国人民解放军:政治;军区:政治;沈阳军区:政治;北京军区:政治;济南军区:政治;军区:政治
37891,拒绝,深圳市公安局:政治;警察局:政治;深圳市公安局:政治;警察局:政治;交警:暴恐违禁
37892,通过,NA
37893,拒绝,人民政府:政治
37894,通过,NA
37895,拒绝,中国梦:政治
37896,拒绝,政府:政治;政府:政治
37897,拒绝,性:色情
37898,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;法论:政治;政治:政治
37899,通过,NA
37900,拒绝,党章:政治;书记:政治;反腐:政治
37901,拒绝,政府:政治
37902,拒绝,政府:政治
37903,拒绝,政府:政治;政府:政治
37904,通过,NA
37905,拒绝,人民法院:政治
37906,通过,NA
37907,通过,NA
37908,拒绝,乳房:色情
37909,通过,NA
37910,拒绝,政治:政治
37911,拒绝,人大代表:政治
37912,拒绝,政府:政治
37913,拒绝,中华人民共和国:政治
37914,拒绝,中华人民共和国:政治
37915,拒绝,性骚扰:色情;人权:政治;性侵:色情
37916,拒绝,网信办:政治;证监会:政治
37917,通过,NA
37918,通过,NA
37919,通过,NA
37920,通过,NA
37921,拒绝,政府:政治
37922,通过,NA
37923,拒绝,政治:政治;政治:政治;独立运动:政治;民主:政治
37924,通过,NA
37925,拒绝,公开信:政治
